Employee_number,Employee_name,Employee_age,Maritial_Status,Current_Salary,Number_of_Children,years_experience,past_projects,current_projects,Divorced_earlier,Father_alive,Mother_alive,performance_rating,Education_level,Department,Role,Job_Satisfaction,Work_Life_Balance,is_outlier
10197,John Patel,29,False,30963,1,0,3,1,No,Yes,Yes,4,Diploma,Operations,Ops Manager,2.536728437148229,1.0,0
10198,Nina Brown,36,False,50600,3,0,9,2,No,No,Yes,3,Bachelor's,Engineering,ML Engineer,4.99263774021527,7.357625400377358,0
10199,Priya Gupta,31,False,42267,1,9,5,0,No,Yes,No,5,Diploma,R&D,Scientist,10.0,5.695476413730642,0
10200,Daniel Williams,29,False,30000,0,4,13,1,No,Yes,Yes,2,Diploma,HR,HR Manager,9.009947922535929,1.0,0
10201,Rohit Patel,36,False,30000,0,14,9,0,No,No,Yes,3,Diploma,Operations,Ops Manager,1.0,4.361047450540301,0
10202,Rohit Taylor,35,True,30000,1,11,10,2,No,Yes,Yes,4,High School,Sales,Account Executive,7.550067857553074,10.0,0
10203,Luke Lewis,41,True,60612,1,17,3,2,No,Yes,Yes,3,PhD,Sales,Sales Manager,4.905182250680685,7.8840459459890475,0
10204,Kiran Anderson,35,False,30000,2,12,5,3,Yes,Yes,Yes,4,Diploma,Finance,Analyst,3.133617156195836,4.862075297376858,0
10205,Sarah Sharma,38,False,38316,3,16,6,0,Yes,Yes,No,3,Bachelor's,R&D,Scientist,10.0,3.0426998644928487,0
10206,John Davis,18,True,38881,3,0,5,1,No,No,No,5,Master's,HR,HR Executive,9.740703860696037,1.9933083552342854,0
10207,Sarah Davis,28,True,30000,0,0,2,3,No,Yes,Yes,2,Master's,HR,HR Manager,2.6400308882876526,2.265429762814449,0
10208,Arun Thomas,45,True,66454,1,20,8,2,Yes,Yes,Yes,5,Bachelor's,Finance,Analyst,4.734003616287811,2.160205549010752,0
10209,Sophia Thompson,40,True,32382,2,0,8,1,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,8.50428575913909,4.213590473937497,0
10210,Michael Sharma,59,True,396099,0,36,0,2,No,Yes,Yes,4,Bachelor's,Support,Customer Specialist,8.952541625710912,2.35788876298867,1
10211,Vikram Lewis,28,False,63888,3,0,11,0,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,9.176283063269494,1.5041992486549747,0
10212,John Thomas,38,False,70536,0,14,5,3,No,Yes,Yes,3,Diploma,Operations,Operations Coordinator,4.845624836540013,5.945127845073839,0
10213,Vikram Gupta,35,False,64279,1,12,6,0,No,Yes,Yes,3,High School,Sales,Sales Manager,10.0,6.401771847779738,0
10214,Leo Singh,28,True,32210,1,7,10,1,No,No,Yes,3,Bachelor's,Support,Support Engineer,1.8295838236094992,1.0,0
10215,Olivia Johnson,24,False,30000,1,0,7,3,No,Yes,Yes,3,Diploma,Sales,Sales Manager,7.040544247881547,1.0,0
10216,Daniel Williams,18,True,36075,1,0,10,3,No,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,3.2528683519739543,1.8913304511236078,0
10217,Michael Brown,45,True,38893,0,24,3,2,No,Yes,No,4,Diploma,R&D,Researcher,1.0,10.0,0
10218,Priya Taylor,23,True,83794,3,0,0,3,No,Yes,Yes,3,Diploma,HR,HR Executive,10.0,4.731886958003933,0
10219,Michael Kumar,46,False,30000,1,1,1,1,Yes,Yes,Yes,3,Bachelor's,Operations,Ops Manager,10.0,10.0,0
10220,Leo Kumar,38,True,53592,3,10,13,2,Yes,Yes,Yes,4,Master's,Sales,Sales Manager,10.0,4.215187121234712,0
10221,Karen Thompson,35,False,96400,2,11,0,1,No,No,Yes,5,Master's,Support,Support Engineer,10.0,5.122981438358725,0
10222,Karen Lewis,26,False,51166,0,0,11,0,No,Yes,Yes,3,Diploma,Sales,Sales Manager,10.0,1.94795811093252,0
10223,Olivia Gupta,18,True,103781,0,0,2,0,No,Yes,Yes,3,Master's,HR,HR Executive,10.0,2.952266971136877,0
10224,Olivia Patel,31,True,30000,0,0,12,2,Yes,Yes,Yes,3,High School,Support,Customer Specialist,1.0,1.3186591617712011,0
10225,Emily Kumar,41,True,30000,1,19,6,0,No,Yes,No,4,Master's,Engineering,DevOps Engineer,3.8409257708461886,8.1884964972866,0
10226,Luke Williams,25,True,79397,0,0,8,1,Yes,Yes,Yes,3,Bachelor's,Sales,Account Executive,2.9732198160040992,4.080976405932979,0
10227,David Williams,51,False,95303,1,26,14,0,No,Yes,Yes,4,High School,Operations,Ops Manager,5.589912394380951,5.131607855643908,0
10228,Emily Johnson,27,True,30000,0,0,1,1,Yes,Yes,Yes,3,Diploma,Engineering,ML Engineer,2.8598293785253084,1.1127464244383143,0
10229,Leo Anderson,24,False,74119,1,0,1,0,No,Yes,Yes,4,Master's,Sales,Sales Manager,10.0,5.349417539960076,0
10230,John Anderson,26,True,117952,2,0,1,2,No,Yes,No,3,Diploma,HR,HR Manager,10.0,10.0,0
10231,Ananya Miller,27,False,50182,0,0,1,1,No,Yes,No,4,High School,Finance,Analyst,4.003633072920055,1.0,0
10232,John Thompson,19,True,44644,2,0,11,2,Yes,Yes,Yes,3,Bachelor's,Support,Customer Specialist,10.0,1.0,0
10233,Linda Anderson,32,False,51969,0,11,8,0,No,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,9.21612178665482,2.190213717844001,0
10234,Arun Walker,47,False,30000,0,21,3,2,Yes,Yes,Yes,3,Bachelor's,HR,HR Executive,1.3506973125900688,1.0,0
10235,Luke Anderson,52,False,30000,3,21,10,0,No,Yes,No,4,High School,HR,HR Executive,3.140788618828818,5.5681576595042035,0
10236,Linda Walker,18,True,30000,0,0,0,1,No,Yes,Yes,2,Bachelor's,Engineering,DevOps Engineer,3.851378653923824,1.6099802252666802,0
10237,Priya Walker,22,True,30000,0,0,4,3,No,No,Yes,2,Bachelor's,Operations,Ops Manager,2.3751865318623686,4.276392611690619,0
10238,Emily Anderson,46,True,107677,3,11,7,2,Yes,Yes,Yes,3,Bachelor's,HR,HR Manager,5.860424833692994,5.54921346678279,0
10239,Karen Patel,32,False,33656,0,4,8,0,No,Yes,Yes,4,Bachelor's,Finance,Senior Analyst,10.0,6.233454482596285,0
10240,Daniel Sharma,53,False,96522,1,20,2,1,Yes,Yes,Yes,3,Diploma,Operations,Ops Manager,7.280889578573664,4.0237915419076025,0
10241,Luke Thompson,37,False,42166,0,15,7,2,Yes,Yes,Yes,5,Master's,Sales,Account Executive,2.300760964749135,3.3988826742992195,0
10242,Kiran Davis,31,False,30000,2,2,1,3,No,Yes,Yes,3,Master's,Engineering,DevOps Engineer,4.716643266970303,10.0,0
10243,Kiran Miller,51,True,37942,1,26,12,0,No,No,No,3,High School,Sales,Account Executive,3.7998969266802223,1.0,0
10244,Olivia Sharma,43,True,84946,2,18,11,0,No,Yes,Yes,3,Diploma,Support,Customer Specialist,8.998574395179471,4.29750538269544,0
10245,Rohit Iyer,30,False,30000,1,0,5,3,No,Yes,Yes,4,Bachelor's,R&D,Researcher,4.511767615019966,2.5710224758830007,0
10246,Sarah Sharma,43,True,30000,1,16,12,2,Yes,Yes,No,3,Bachelor's,Engineering,DevOps Engineer,7.874528651985131,2.4734384682434327,0
10247,Sophia Lewis,30,True,43633,0,0,12,0,No,Yes,Yes,1,Bachelor's,Engineering,Software Engineer,8.311817868322526,4.474691552232839,0
10248,Olivia Walker,18,True,30000,3,0,4,2,No,Yes,Yes,4,Master's,HR,HR Executive,1.3731279059216046,1.1605655485594024,0
10249,John Iyer,30,False,105722,0,6,13,0,No,Yes,Yes,1,Master's,HR,HR Executive,10.0,5.527122209850644,0
10250,Ananya Singh,28,False,99039,0,0,12,0,No,No,No,4,High School,Engineering,DevOps Engineer,6.293251293508025,6.779665526653513,0
10251,Emily Patel,31,False,38876,0,6,13,2,No,Yes,Yes,3,Bachelor's,Finance,Analyst,4.195571542579125,1.0,0
10252,Aisha Iyer,42,True,30000,0,11,10,2,No,Yes,Yes,5,Bachelor's,Sales,Account Executive,7.490816299974847,10.0,0
10253,Nina Taylor,26,True,68159,1,0,9,3,No,Yes,Yes,3,Master's,R&D,Researcher,7.707520973310171,9.453135777486247,0
10254,Sarah Brown,45,False,70289,0,5,12,2,No,No,Yes,3,Diploma,Sales,Account Executive,1.1309539669069837,10.0,0
10255,Daniel Lewis,27,True,89404,1,4,13,1,Yes,Yes,Yes,2,High School,Sales,Sales Manager,10.0,6.9820679539322,0
10256,Priya Taylor,18,False,76644,0,0,6,3,Yes,Yes,Yes,4,Diploma,Finance,Senior Analyst,6.597657638268262,7.2441497493532205,0
10257,Leo Thomas,28,True,30000,1,4,7,0,No,Yes,Yes,2,Bachelor's,HR,HR Executive,1.0,2.1695645318487946,0
10258,Priya Iyer,25,False,98899,1,0,5,1,No,Yes,No,2,Diploma,Engineering,Software Engineer,9.1086569395921,2.2849375340095666,0
10259,Karen Brown,22,False,30000,0,0,0,1,No,Yes,Yes,5,Bachelor's,Sales,Sales Manager,6.003294603243556,4.333831210873378,0
10260,Priya Wilson,44,False,30000,0,20,7,1,No,Yes,Yes,3,Diploma,Operations,Operations Coordinator,9.906573384720993,2.743161501602329,0
10261,Linda Patel,29,False,81653,3,7,0,0,No,Yes,Yes,3,Bachelor's,HR,HR Executive,10.0,6.469419545290599,0
10262,Sophia Sharma,36,False,32919,1,14,11,1,No,No,Yes,4,Bachelor's,HR,HR Manager,4.004566146302787,2.9361609127508452,0
10263,Luke Thompson,42,True,52298,3,14,6,3,Yes,Yes,No,3,Bachelor's,HR,HR Manager,7.993334675035723,4.878325899452084,0
10264,Sarah Williams,37,True,90301,1,4,8,0,No,Yes,Yes,4,Diploma,Finance,Senior Analyst,10.0,6.057222136345427,0
10265,Karen Smith,40,True,45201,1,3,12,1,Yes,Yes,Yes,4,Diploma,Finance,Analyst,8.564374468510268,1.0,0
10266,Olivia Thomas,32,True,36855,3,8,0,0,No,Yes,No,3,Bachelor's,Operations,Operations Coordinator,5.325552451699643,3.0535036665004807,0
10267,Aisha Kumar,57,False,80191,2,15,9,2,No,Yes,Yes,4,High School,Finance,Senior Analyst,9.368697804647478,4.963737120381662,0
10268,Luke Iyer,37,True,86534,0,0,10,2,No,No,Yes,2,Bachelor's,Finance,Analyst,8.723790699490005,1.401148914732949,0
10269,John Brown,36,True,133388,0,12,11,3,No,Yes,Yes,1,Diploma,Support,Customer Specialist,7.568390402104894,5.34443866564205,0
10270,John Brown,38,False,173177,0,15,2,0,No,Yes,Yes,3,Master's,Operations,Operations Coordinator,10.0,4.270741185971753,0
10271,Ananya Thompson,34,True,30000,2,13,2,2,No,Yes,Yes,2,Bachelor's,Engineering,ML Engineer,7.875011725179247,5.371445507487486,0
10272,Sarah Iyer,32,False,88805,3,4,3,2,No,Yes,Yes,2,Bachelor's,R&D,Scientist,9.031287664486346,2.3994832526760312,0
10273,Daniel Smith,36,False,64267,1,0,9,3,No,Yes,Yes,4,Bachelor's,Sales,Account Executive,10.0,9.598432241045314,0
10274,Daniel Davis,38,False,61702,0,0,12,3,No,Yes,Yes,4,Master's,Sales,Sales Manager,10.0,4.354644893495177,0
10275,Linda Thomas,37,True,51169,1,13,3,0,Yes,Yes,Yes,4,Bachelor's,HR,HR Manager,9.65795542393493,9.821191904091044,0
10276,Michael Walker,23,True,36139,3,0,4,0,No,Yes,No,3,Bachelor's,Operations,Ops Manager,1.0,4.036632596288726,0
10277,David Wilson,32,False,56322,0,0,6,0,No,Yes,Yes,3,High School,Finance,Analyst,5.482003428325274,1.0,0
10278,Luke Smith,40,True,95309,2,14,7,3,No,Yes,Yes,2,Bachelor's,Support,Support Engineer,8.652343145678216,2.5436713835308904,1
10279,Aisha Gupta,19,True,30000,0,0,8,3,No,Yes,Yes,2,Bachelor's,Support,Support Engineer,1.0,1.6700846950623003,0
10280,Sophia Davis,32,True,69602,0,10,14,2,No,Yes,Yes,3,Master's,R&D,Scientist,8.512659147016,1.0692421403255379,0
10281,Rohit Iyer,41,False,74976,0,3,9,3,No,No,Yes,4,Bachelor's,R&D,Researcher,10.0,6.861633215007638,0
10282,David Thomas,31,True,30916,1,0,11,3,No,Yes,Yes,3,High School,HR,HR Executive,8.374260499834538,3.771705617554589,0
10283,Rohit Kumar,18,False,30000,1,0,10,1,No,Yes,Yes,3,Diploma,HR,HR Executive,4.587369194828475,1.7008277216983219,0
10284,Linda Thomas,48,False,52362,2,18,2,2,Yes,Yes,No,3,Bachelor's,Sales,Account Executive,8.782993091985528,1.7024355482200773,0
10285,John Kumar,36,False,30000,0,13,12,2,No,Yes,Yes,3,High School,Finance,Senior Analyst,1.0,5.170423313878184,0
10286,Rohit Thomas,43,True,82797,0,15,12,3,No,Yes,No,3,Bachelor's,Finance,Analyst,6.1820537465497925,9.018724343834396,0
10287,Sarah Wilson,38,False,30000,0,9,7,2,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,2.0838732758978873,3.780874780001691,0
10288,Daniel Brown,40,True,36491,2,9,13,0,Yes,Yes,No,3,Master's,Finance,Analyst,2.911624535545708,1.0,0
10289,Vikram Gupta,18,True,57052,0,0,8,2,No,Yes,Yes,5,Master's,HR,HR Manager,8.012504548261887,5.792295656256625,0
10290,Leo Kumar,32,True,66545,1,4,11,3,No,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,4.72110884085046,4.5589876430010525,0
10291,Leo Iyer,27,True,39418,0,3,1,2,Yes,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,5.096404973266474,9.584495114864666,0
10292,Karen Johnson,27,True,30000,1,0,10,3,No,No,Yes,2,Diploma,Support,Support Engineer,1.920884963675773,1.0,0
10293,Linda Gupta,24,True,67088,0,0,1,0,No,Yes,Yes,3,Diploma,Sales,Account Executive,9.52831450025203,4.132215306775322,0
10294,Nina Davis,54,False,30000,0,22,6,3,No,Yes,No,3,Master's,Finance,Analyst,8.962353886505213,9.898346614202186,0
10295,Aisha Singh,18,True,54340,2,0,14,1,No,Yes,No,3,Diploma,Engineering,DevOps Engineer,5.1574414433424085,1.0,0
10296,Nina Singh,33,False,32098,0,8,9,2,No,Yes,Yes,3,Diploma,Finance,Senior Analyst,5.253118087685871,7.1752412988801915,0
10297,Priya Kumar,39,True,46465,2,6,9,2,No,Yes,Yes,3,Bachelor's,HR,HR Manager,7.748605922315906,5.164961707678424,0
10298,Sophia Taylor,23,True,30000,1,0,13,2,Yes,Yes,Yes,2,High School,HR,HR Manager,10.0,5.883981126341084,0
10299,John Brown,49,True,54647,0,12,13,1,No,Yes,Yes,2,High School,Support,Customer Specialist,8.454066738461567,1.1637620711130703,0
10300,Priya Brown,36,False,92902,1,2,9,0,No,Yes,Yes,1,Bachelor's,Operations,Ops Manager,8.7284564976227,1.0,0
10301,Sarah Sharma,30,True,100089,2,8,6,2,No,Yes,Yes,2,Bachelor's,Engineering,Software Engineer,9.093882091603612,3.047850521864235,0
10302,John Davis,28,True,30000,1,1,10,1,Yes,Yes,Yes,2,Master's,R&D,Researcher,5.07271173680121,10.0,0
10303,John Thompson,21,False,52768,0,0,4,1,No,Yes,Yes,3,Master's,Engineering,DevOps Engineer,6.035014843038711,1.0,0
10304,Aisha Lewis,39,False,41777,3,7,0,1,Yes,Yes,Yes,5,High School,R&D,Researcher,8.75274839096617,7.584686682198794,0
10305,Olivia Johnson,39,True,30000,3,14,11,3,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,9.069165948416458,8.081599564872157,0
10306,Vikram Anderson,32,True,30000,1,11,13,1,Yes,Yes,Yes,3,Diploma,Support,Support Engineer,6.730437807779902,4.219236715459495,0
10307,Arun Smith,23,True,30000,0,0,1,2,Yes,Yes,Yes,4,Bachelor's,HR,HR Manager,1.0,3.945596374429013,0
10308,David Johnson,39,True,90365,2,16,8,1,Yes,Yes,Yes,3,Bachelor's,Support,Support Engineer,5.806131154845135,1.0,0
10309,Arun Kumar,38,True,49063,3,16,5,0,No,Yes,Yes,3,Diploma,Operations,Ops Manager,6.436929420968221,6.343924962717731,0
10310,Kiran Sharma,26,True,30000,1,4,11,0,Yes,No,Yes,4,Bachelor's,R&D,Scientist,6.635420819497131,6.376981973001228,0
10311,Leo Kumar,38,True,67167,0,0,14,1,No,Yes,Yes,3,Master's,HR,HR Executive,7.371542257886202,3.520257413738121,0
10312,Nina Lewis,50,False,49806,0,14,10,3,Yes,Yes,Yes,3,Diploma,HR,HR Manager,10.0,5.992078204468356,0
10313,Kiran Sharma,42,True,64928,2,18,8,3,No,Yes,Yes,3,Bachelor's,HR,HR Executive,9.451408849755497,4.663298470944203,0
10314,Karen Lewis,26,True,55365,0,4,7,3,No,Yes,Yes,4,Bachelor's,Sales,Sales Manager,10.0,7.846896959044212,0
10315,Priya Patel,38,False,30000,1,7,1,3,Yes,Yes,No,3,Bachelor's,R&D,Researcher,10.0,7.566918183762612,0
10316,Ananya Thompson,40,True,31908,0,15,8,0,Yes,No,Yes,3,Diploma,Finance,Analyst,9.128083545358084,4.362974561664547,0
10317,Karen Thompson,47,True,66762,0,22,14,0,No,Yes,Yes,3,Master's,Operations,Ops Manager,5.200274380424959,1.0,0
10318,Nina Johnson,42,True,54882,2,17,9,1,No,Yes,Yes,4,Bachelor's,Sales,Sales Manager,10.0,8.806221027295244,0
10319,Leo Taylor,40,False,45206,1,13,1,1,No,Yes,Yes,2,High School,Sales,Account Executive,10.0,1.0,0
10320,John Thomas,31,True,30000,2,3,11,0,No,Yes,Yes,2,Bachelor's,Engineering,ML Engineer,2.343866915999543,1.6683002829191214,0
10321,Karen Wilson,41,True,30000,3,0,13,3,No,Yes,Yes,2,High School,Sales,Account Executive,7.352556485619745,10.0,0
10322,Aisha Williams,22,True,59464,1,0,13,2,No,No,Yes,3,Bachelor's,HR,HR Executive,9.663984968682538,3.8210459554107707,0
10323,Ananya Brown,19,True,72040,1,0,13,3,No,Yes,Yes,4,Master's,Finance,Analyst,7.900543310449306,8.860156496705631,0
10324,Daniel Miller,31,True,65141,0,4,13,0,Yes,Yes,No,1,Bachelor's,Engineering,Software Engineer,3.6775023824848487,2.1790282269355226,0
10325,Daniel Gupta,36,True,51821,1,3,6,0,No,Yes,Yes,4,High School,HR,HR Manager,7.219628276350415,6.045648719674917,0
10326,Linda Singh,40,False,131103,3,7,7,3,No,Yes,No,4,Master's,Engineering,Software Engineer,10.0,3.5955821497578713,0
10327,Aisha Davis,39,True,56200,1,3,13,0,No,Yes,Yes,2,High School,R&D,Scientist,5.779306637039412,5.191925107255736,0
10328,Sophia Davis,43,False,47945,0,7,1,1,No,Yes,No,3,Bachelor's,R&D,Scientist,9.277620842258962,7.7443339755479705,0
10329,Karen Patel,39,False,30000,1,9,5,3,No,No,Yes,3,Diploma,HR,HR Manager,8.147520147838387,4.029344097155926,0
10330,Sarah Thompson,43,True,92935,1,19,7,0,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,10.0,3.209136190876693,0
10331,Daniel Taylor,37,True,30000,3,0,8,3,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,2.148520604743105,1.0,0
10332,Arun Smith,32,True,30000,0,9,2,3,No,Yes,No,3,Master's,HR,HR Manager,1.0,3.840175028872105,0
10333,Vikram Williams,19,True,30000,2,0,6,2,Yes,No,Yes,1,Bachelor's,Support,Customer Specialist,5.654187761959264,1.0,0
10334,David Smith,33,False,30000,0,1,8,3,No,Yes,Yes,4,Bachelor's,HR,HR Manager,1.497607085398565,5.221455229269474,0
10335,Karen Patel,39,False,41960,0,6,12,2,No,Yes,Yes,1,Bachelor's,Operations,Ops Manager,9.625923903335508,10.0,0
10336,Linda Iyer,61,False,49725,0,31,3,3,Yes,No,Yes,2,Master's,Finance,Senior Analyst,4.530328804561135,2.4402396299186377,0
10337,Linda Kumar,42,True,63562,1,16,6,1,No,Yes,Yes,2,Bachelor's,HR,HR Manager,10.0,4.082925339819523,0
10338,Sophia Walker,31,True,42607,1,5,14,3,Yes,No,Yes,4,Bachelor's,Support,Support Engineer,10.0,5.108964446648924,0
10339,Aisha Patel,33,True,57874,2,4,11,1,Yes,Yes,Yes,3,Master's,Engineering,Software Engineer,10.0,5.005830977112244,0
10340,Arun Thompson,56,False,40682,0,22,7,1,No,Yes,Yes,2,Diploma,Support,Customer Specialist,7.005289957387689,8.53557007388849,0
10341,Sophia Thomas,44,False,30000,0,10,8,0,No,Yes,Yes,3,Bachelor's,HR,HR Manager,2.171981462612175,1.0,0
10342,Daniel Patel,85,False,47142,0,0,6,0,No,Yes,Yes,3,Diploma,Engineering,ML Engineer,3.196946406620807,7.876461732719221,1
10343,Emily Brown,24,True,81969,3,0,5,3,No,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,9.152418207696412,2.4882515030250696,0
10344,John Thomas,35,False,115896,1,13,9,1,No,Yes,Yes,1,Diploma,HR,HR Manager,10.0,5.4514295671274615,0
10345,Leo Davis,44,False,74917,0,23,10,0,No,Yes,Yes,3,Diploma,Support,Customer Specialist,7.252816630704267,4.814176326965725,0
10346,Rohit Smith,56,False,81304,3,21,5,2,No,No,Yes,2,Master's,Operations,Ops Manager,6.19858014738062,3.1554275675036823,0
10347,Kiran Singh,42,True,37095,0,14,10,3,No,No,Yes,4,Bachelor's,Finance,Analyst,9.296607448977529,2.300922821000553,0
10348,Daniel Walker,25,True,55634,1,1,1,3,No,No,Yes,4,Bachelor's,Operations,Ops Manager,6.951976570352198,1.0,0
10349,Rohit Brown,49,False,30000,1,27,0,1,No,Yes,No,3,Bachelor's,HR,HR Manager,2.3850478332106313,1.6909025252627705,0
10350,Priya Thomas,45,False,59639,3,23,8,0,No,Yes,Yes,3,Master's,Sales,Sales Manager,3.9576784814728,10.0,0
10351,Rohit Wilson,37,False,67134,0,1,9,3,No,No,No,4,Bachelor's,Finance,Analyst,6.876573767530016,9.30274026121673,0
10352,David Wilson,42,True,65183,3,21,1,2,No,Yes,Yes,3,Diploma,Finance,Senior Analyst,10.0,1.2834353954032318,0
10353,Sarah Walker,31,False,54102,1,4,11,0,Yes,Yes,Yes,3,Diploma,R&D,Researcher,8.480947146669848,1.7233560469104972,0
10354,Luke Lewis,18,False,57926,1,0,4,0,No,Yes,Yes,3,Master's,Support,Support Engineer,10.0,5.841697850369382,0
10355,Arun Johnson,50,False,40117,3,27,10,3,Yes,Yes,Yes,3,Bachelor's,Support,Support Engineer,6.126200897165022,4.149977300626498,0
10356,David Brown,18,True,30000,1,0,12,1,Yes,Yes,Yes,2,Master's,HR,HR Executive,3.2552772745197807,1.3615740446051179,0
10357,John Gupta,33,True,40305,1,11,1,2,No,Yes,Yes,4,Diploma,Sales,Sales Manager,6.751608660514862,1.498403500606003,0
10358,Olivia Iyer,39,False,93757,2,0,7,2,No,No,No,4,Bachelor's,R&D,Researcher,10.0,3.375250770878009,0
10359,Michael Wilson,38,True,33205,0,5,6,2,No,Yes,Yes,3,Diploma,Engineering,Software Engineer,4.078223434426532,3.8914649424997716,0
10360,Emily Smith,44,True,34922,2,19,10,3,No,Yes,Yes,4,Diploma,Sales,Sales Manager,8.805217437279225,3.0123803670640363,0
10361,Michael Davis,36,True,47641,0,3,9,0,Yes,No,Yes,3,Bachelor's,Operations,Operations Coordinator,3.0459984380955456,10.0,0
10362,Karen Wilson,33,False,64149,3,11,14,2,Yes,Yes,Yes,3,Master's,Sales,Sales Manager,10.0,1.9638854504359307,0
10363,Kiran Walker,27,False,35696,0,0,14,2,No,Yes,Yes,5,Bachelor's,Engineering,ML Engineer,8.55951641366091,2.803286986893468,0
10364,Sarah Gupta,36,True,30000,3,9,5,3,No,Yes,No,4,Diploma,HR,HR Manager,5.144108965877702,2.344952649962893,0
10365,Luke Singh,47,False,64334,0,19,5,0,No,Yes,Yes,3,Diploma,Engineering,Software Engineer,10.0,5.795943628273012,0
10366,Luke Taylor,43,True,30000,0,11,7,1,No,Yes,No,3,Master's,Support,Support Engineer,3.6429856468719732,4.122258516361455,0
10367,Luke Anderson,24,True,30000,1,0,11,1,Yes,Yes,Yes,5,High School,Sales,Sales Manager,6.718050292679441,2.8058262517891706,0
10368,Michael Patel,28,True,83503,0,4,14,2,No,Yes,Yes,4,Diploma,Operations,Ops Manager,4.920161664849194,5.851789915698627,0
10369,Aisha Gupta,24,False,30000,1,0,4,3,No,Yes,Yes,5,Master's,HR,HR Manager,1.8352899959446898,5.337594814707643,0
10370,Sarah Iyer,57,False,30000,3,31,7,3,No,Yes,No,2,Diploma,HR,HR Executive,10.0,1.0,0
10371,Sophia Walker,33,True,30000,1,0,7,0,No,Yes,Yes,3,Master's,HR,HR Manager,1.0,10.0,0
10372,Nina Miller,42,True,57612,3,17,10,2,No,Yes,Yes,4,High School,Sales,Sales Manager,10.0,3.9528455178620803,0
10373,Kiran Miller,23,True,30000,3,0,0,2,No,Yes,Yes,5,Master's,Engineering,DevOps Engineer,6.940047234344641,6.5057732986534775,0
10374,Rohit Iyer,27,True,40839,0,0,9,1,No,Yes,Yes,2,Bachelor's,Support,Customer Specialist,10.0,3.629401993693388,0
10375,Luke Iyer,52,True,104109,3,13,3,2,No,Yes,Yes,1,Bachelor's,R&D,Scientist,10.0,3.5094202170938074,0
10376,Sarah Patel,40,True,30000,2,0,11,0,Yes,Yes,Yes,4,Bachelor's,R&D,Scientist,2.8851594882745975,1.0,1
10377,Vikram Taylor,52,True,30000,3,28,5,0,No,Yes,Yes,4,Diploma,Finance,Senior Analyst,2.0625813450658868,4.083743752319695,0
10378,Sophia Taylor,25,False,101369,1,0,9,3,No,Yes,Yes,4,High School,Engineering,ML Engineer,10.0,5.805426113895341,0
10379,Sarah Walker,47,False,30000,0,25,4,2,Yes,Yes,Yes,4,Diploma,Operations,Ops Manager,1.0,2.737239037975031,0
